ID	Gene Name	Species	KEGG_PATHWAY
rnhA	Ribonuclease HI; Ribonuclease H	Escherichia coli	ecc03030:DNA replication,ecd03030:DNA replication,ece03030:DNA replication,ecf03030:DNA replication,ecg03030:DNA replication,eci03030:DNA replication,ecj03030:DNA replication,eck03030:DNA replication,ecl03030:DNA replication,ecm03030:DNA replication,eco03030:DNA replication,ecp03030:DNA replication,ecq03030:DNA replication,ecr03030:DNA replication,ecs03030:DNA replication,ect03030:DNA replication,ecv03030:DNA replication,ecw03030:DNA replication,ecx03030:DNA replication,ecy03030:DNA replication,ecz03030:DNA replication,eum03030:DNA replication,
rnhB	Ribonuclease HII	Escherichia coli	ecc03030:DNA replication,ecd03030:DNA replication,ece03030:DNA replication,ecf03030:DNA replication,ecg03030:DNA replication,eci03030:DNA replication,ecj03030:DNA replication,eck03030:DNA replication,ecl03030:DNA replication,ecm03030:DNA replication,eco03030:DNA replication,ecp03030:DNA replication,ecq03030:DNA replication,ecr03030:DNA replication,ecs03030:DNA replication,ect03030:DNA replication,ecv03030:DNA replication,ecw03030:DNA replication,ecx03030:DNA replication,ecy03030:DNA replication,ecz03030:DNA replication,eum03030:DNA replication,
nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta	Escherichia coli	ecc00230:Purine metabolism,ecc00240:Pyrimidine metabolism,ecd00230:Purine metabolism,ecd00240:Pyrimidine metabolism,ece00230:Purine metabolism,ece00240:Pyrimidine metabolism,ecf00230:Purine metabolism,ecf00240:Pyrimidine metabolism,ecg00230:Purine metabolism,ecg00240:Pyrimidine metabolism,eci00230:Purine metabolism,eci00240:Pyrimidine metabolism,ecj00230:Purine metabolism,ecj00240:Pyrimidine metabolism,eck00230:Purine metabolism,eck00240:Pyrimidine metabolism,ecl00230:Purine metabolism,ecl00240:Pyrimidine metabolism,ecm00230:Purine metabolism,ecm00240:Pyrimidine metabolism,eco00230:Purine metabolism,eco00240:Pyrimidine metabolism,ecp00230:Purine metabolism,ecp00240:Pyrimidine metabolism,ecq00230:Purine metabolism,ecq00240:Pyrimidine metabolism,ecr00230:Purine metabolism,ecr00240:Pyrimidine metabolism,ecs00230:Purine metabolism,ecs00240:Pyrimidine metabolism,ect00230:Purine metabolism,ect00240:Pyrimidine metabolism,ecv00230:Purine metabolism,ecv00240:Pyrimidine metabolism,ecw00230:Purine metabolism,ecw00240:Pyrimidine metabolism,ecx00230:Purine metabolism,ecx00240:Pyrimidine metabolism,ecy00230:Purine metabolism,ecy00240:Pyrimidine metabolism,ecz00230:Purine metabolism,ecz00240:Pyrimidine metabolism,eum00230:Purine metabolism,eum00240:Pyrimidine metabolism,
nrdF	Ribonucleoside-diphosphate reductase 2 subunit beta	Escherichia coli	ecc00230:Purine metabolism,ecc00240:Pyrimidine metabolism,ecd00230:Purine metabolism,ecd00240:Pyrimidine metabolism,ece00230:Purine metabolism,ece00240:Pyrimidine metabolism,ecf00230:Purine metabolism,ecf00240:Pyrimidine metabolism,ecg00230:Purine metabolism,ecg00240:Pyrimidine metabolism,eci00230:Purine metabolism,eci00240:Pyrimidine metabolism,ecj00230:Purine metabolism,ecj00240:Pyrimidine metabolism,eck00230:Purine metabolism,eck00240:Pyrimidine metabolism,ecl00230:Purine metabolism,ecl00240:Pyrimidine metabolism,ecm00230:Purine metabolism,ecm00240:Pyrimidine metabolism,eco00230:Purine metabolism,eco00240:Pyrimidine metabolism,ecp00230:Purine metabolism,ecp00240:Pyrimidine metabolism,ecq00230:Purine metabolism,ecq00240:Pyrimidine metabolism,ecr00230:Purine metabolism,ecr00240:Pyrimidine metabolism,ecs00230:Purine metabolism,ecs00240:Pyrimidine metabolism,ect00230:Purine metabolism,ect00240:Pyrimidine metabolism,ecv00230:Purine metabolism,ecv00240:Pyrimidine metabolism,ecw00230:Purine metabolism,ecw00240:Pyrimidine metabolism,ecx00230:Purine metabolism,ecx00240:Pyrimidine metabolism,ecy00230:Purine metabolism,ecy00240:Pyrimidine metabolism,ecz00230:Purine metabolism,ecz00240:Pyrimidine metabolism,eum00230:Purine metabolism,eum00240:Pyrimidine metabolism,
nrdA	Ribonucleoside-diphosphate reductase; Ribonucleoside-diphosphate reductase 1 subunit alpha	Escherichia coli	ecc00230:Purine metabolism,ecc00240:Pyrimidine metabolism,ecd00230:Purine metabolism,ecd00240:Pyrimidine metabolism,ece00230:Purine metabolism,ece00240:Pyrimidine metabolism,ecf00230:Purine metabolism,ecf00240:Pyrimidine metabolism,ecg00230:Purine metabolism,ecg00240:Pyrimidine metabolism,eci00230:Purine metabolism,eci00240:Pyrimidine metabolism,ecj00230:Purine metabolism,ecj00240:Pyrimidine metabolism,eck00230:Purine metabolism,eck00240:Pyrimidine metabolism,ecm00230:Purine metabolism,ecm00240:Pyrimidine metabolism,eco00230:Purine metabolism,eco00240:Pyrimidine metabolism,ecq00230:Purine metabolism,ecq00240:Pyrimidine metabolism,ecr00230:Purine metabolism,ecr00240:Pyrimidine metabolism,ect00230:Purine metabolism,ect00240:Pyrimidine metabolism,ecv00230:Purine metabolism,ecv00240:Pyrimidine metabolism,ecw00230:Purine metabolism,ecw00240:Pyrimidine metabolism,ecx00230:Purine metabolism,ecx00240:Pyrimidine metabolism,ecz00230:Purine metabolism,ecz00240:Pyrimidine metabolism,eum00230:Purine metabolism,eum00240:Pyrimidine metabolism,
nrdE	Ribonucleoside-diphosphate reductase; Ribonucleoside-diphosphate reductase 2 subunit alpha	Escherichia coli	ecc00230:Purine metabolism,ecc00240:Pyrimidine metabolism,ecd00230:Purine metabolism,ecd00240:Pyrimidine metabolism,ece00230:Purine metabolism,ece00240:Pyrimidine metabolism,ecf00230:Purine metabolism,ecf00240:Pyrimidine metabolism,ecg00230:Purine metabolism,ecg00240:Pyrimidine metabolism,eci00230:Purine metabolism,eci00240:Pyrimidine metabolism,ecj00230:Purine metabolism,ecj00240:Pyrimidine metabolism,eck00230:Purine metabolism,eck00240:Pyrimidine metabolism,ecm00230:Purine metabolism,ecm00240:Pyrimidine metabolism,eco00230:Purine metabolism,eco00240:Pyrimidine metabolism,ecq00230:Purine metabolism,ecq00240:Pyrimidine metabolism,ecr00230:Purine metabolism,ecr00240:Pyrimidine metabolism,ect00230:Purine metabolism,ect00240:Pyrimidine metabolism,ecv00230:Purine metabolism,ecv00240:Pyrimidine metabolism,ecw00230:Purine metabolism,ecw00240:Pyrimidine metabolism,ecx00230:Purine metabolism,ecx00240:Pyrimidine metabolism,ecz00230:Purine metabolism,ecz00240:Pyrimidine metabolism,eum00230:Purine metabolism,eum00240:Pyrimidine metabolism,
rpiA	Ribose-5-phosphate isomerase A	Escherichia coli	ecc00030:Pentose phosphate pathway,ecd00030:Pentose phosphate pathway,ece00030:Pentose phosphate pathway,ecf00030:Pentose phosphate pathway,ecg00030:Pentose phosphate pathway,eci00030:Pentose phosphate pathway,ecj00030:Pentose phosphate pathway,eck00030:Pentose phosphate pathway,ecm00030:Pentose phosphate pathway,eco00030:Pentose phosphate pathway,ecq00030:Pentose phosphate pathway,ecr00030:Pentose phosphate pathway,ect00030:Pentose phosphate pathway,ecv00030:Pentose phosphate pathway,ecw00030:Pentose phosphate pathway,ecx00030:Pentose phosphate pathway,ecz00030:Pentose phosphate pathway,eum00030:Pentose phosphate pathway,
prsA	Ribose-phosphate pyrophosphokinase	Escherichia coli	ecc00030:Pentose phosphate pathway,ecc00230:Purine metabolism,ecd00030:Pentose phosphate pathway,ecd00230:Purine metabolism,ece00030:Pentose phosphate pathway,ece00230:Purine metabolism,eci00030:Pentose phosphate pathway,eci00230:Purine metabolism,eck00030:Pentose phosphate pathway,eck00230:Purine metabolism,ecq00030:Pentose phosphate pathway,ecq00230:Purine metabolism,ecr00030:Pentose phosphate pathway,ecr00230:Purine metabolism,ect00030:Pentose phosphate pathway,ect00230:Purine metabolism,ecv00030:Pentose phosphate pathway,ecv00230:Purine metabolism,ecz00030:Pentose phosphate pathway,ecz00230:Purine metabolism,eum00030:Pentose phosphate pathway,eum00230:Purine metabolism,
araB	Ribulokinase	Escherichia coli	ecc00040:Pentose and glucuronate interconversions,ece00040:Pentose and glucuronate interconversions,ecf00040:Pentose and glucuronate interconversions,ecg00040:Pentose and glucuronate interconversions,eci00040:Pentose and glucuronate interconversions,ecj00040:Pentose and glucuronate interconversions,eck00040:Pentose and glucuronate interconversions,ecm00040:Pentose and glucuronate interconversions,eco00040:Pentose and glucuronate interconversions,ecq00040:Pentose and glucuronate interconversions,ecr00040:Pentose and glucuronate interconversions,ect00040:Pentose and glucuronate interconversions,ecv00040:Pentose and glucuronate interconversions,ecw00040:Pentose and glucuronate interconversions,ecx00040:Pentose and glucuronate interconversions,ecz00040:Pentose and glucuronate interconversions,eum00040:Pentose and glucuronate interconversions,
frmA	S-(hydroxymethyl)glutathione dehydrogenase	Escherichia coli	ecd00010:Glycolysis / Gluconeogenesis,ecd00071:Fatty acid metabolism,ecd00350:Tyrosine metabolism,ecd00624:1- and 2-Methylnaphthalene degradation,ecd00641:3-Chloroacrylic acid degradation,ecd00680:Methane metabolism,ecd00980:Metabolism of xenobiotics by cytochrome P450,ecg00010:Glycolysis / Gluconeogenesis,ecg00071:Fatty acid metabolism,ecg00350:Tyrosine metabolism,ecg00624:1- and 2-Methylnaphthalene degradation,ecg00641:3-Chloroacrylic acid degradation,ecg00680:Methane metabolism,ecg00980:Metabolism of xenobiotics by cytochrome P450,ecj00010:Glycolysis / Gluconeogenesis,ecj00071:Fatty acid metabolism,ecj00350:Tyrosine metabolism,ecj00624:1- and 2-Methylnaphthalene degradation,ecj00641:3-Chloroacrylic acid degradation,ecj00680:Methane metabolism,ecj00980:Metabolism of xenobiotics by cytochrome P450,eck00010:Glycolysis / Gluconeogenesis,eck00071:Fatty acid metabolism,eck00350:Tyrosine metabolism,eck00624:1- and 2-Methylnaphthalene degradation,eck00641:3-Chloroacrylic acid degradation,eck00680:Methane metabolism,eck00980:Metabolism of xenobiotics by cytochrome P450,eco00010:Glycolysis / Gluconeogenesis,eco00071:Fatty acid metabolism,eco00350:Tyrosine metabolism,eco00624:1- and 2-Methylnaphthalene degradation,eco00641:3-Chloroacrylic acid degradation,eco00680:Methane metabolism,eco00980:Metabolism of xenobiotics by cytochrome P450,ecq00010:Glycolysis / Gluconeogenesis,ecq00071:Fatty acid metabolism,ecq00350:Tyrosine metabolism,ecq00624:1- and 2-Methylnaphthalene degradation,ecq00641:3-Chloroacrylic acid degradation,ecq00680:Methane metabolism,ecq00980:Metabolism of xenobiotics by cytochrome P450,ecr00010:Glycolysis / Gluconeogenesis,ecr00071:Fatty acid metabolism,ecr00350:Tyrosine metabolism,ecr00624:1- and 2-Methylnaphthalene degradation,ecr00641:3-Chloroacrylic acid degradation,ecr00680:Methane metabolism,ecr00980:Metabolism of xenobiotics by cytochrome P450,ect00010:Glycolysis / Gluconeogenesis,ect00071:Fatty acid metabolism,ect00350:Tyrosine metabolism,ect00624:1- and 2-Methylnaphthalene degradation,ect00641:3-Chloroacrylic acid degradation,ect00680:Methane metabolism,ect00980:Metabolism of xenobiotics by cytochrome P450,ecz00010:Glycolysis / Gluconeogenesis,ecz00071:Fatty acid metabolism,ecz00350:Tyrosine metabolism,ecz00624:1- and 2-Methylnaphthalene degradation,ecz00641:3-Chloroacrylic acid degradation,ecz00680:Methane metabolism,ecz00980:Metabolism of xenobiotics by cytochrome P450,eum00010:Glycolysis / Gluconeogenesis,eum00071:Fatty acid metabolism,eum00350:Tyrosine metabolism,eum00624:1- and 2-Methylnaphthalene degradation,eum00641:3-Chloroacrylic acid degradation,eum00680:Methane metabolism,eum00980:Metabolism of xenobiotics by cytochrome P450,
speD	S-adenosylmethionine decarboxylase proenzyme	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00330:Arginine and proline metabolism,ecd00270:Cysteine and methionine metabolism,ecd00330:Arginine and proline metabolism,ece00270:Cysteine and methionine metabolism,ece00330:Arginine and proline metabolism,ecf00270:Cysteine and methionine metabolism,ecf00330:Arginine and proline metabolism,ecg00270:Cysteine and methionine metabolism,ecg00330:Arginine and proline metabolism,eci00270:Cysteine and methionine metabolism,eci00330:Arginine and proline metabolism,ecj00270:Cysteine and methionine metabolism,ecj00330:Arginine and proline metabolism,eck00270:Cysteine and methionine metabolism,eck00330:Arginine and proline metabolism,ecm00270:Cysteine and methionine metabolism,ecm00330:Arginine and proline metabolism,eco00270:Cysteine and methionine metabolism,eco00330:Arginine and proline metabolism,ecq00270:Cysteine and methionine metabolism,ecq00330:Arginine and proline metabolism,ecr00270:Cysteine and methionine metabolism,ecr00330:Arginine and proline metabolism,ect00270:Cysteine and methionine metabolism,ect00330:Arginine and proline metabolism,ecv00270:Cysteine and methionine metabolism,ecv00330:Arginine and proline metabolism,ecw00270:Cysteine and methionine metabolism,ecw00330:Arginine and proline metabolism,ecx00270:Cysteine and methionine metabolism,ecx00330:Arginine and proline metabolism,ecz00270:Cysteine and methionine metabolism,ecz00330:Arginine and proline metabolism,eum00270:Cysteine and methionine metabolism,eum00330:Arginine and proline metabolism,
metK	S-adenosylmethionine synthetase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00450:Selenoamino acid metabolism,ecd00270:Cysteine and methionine metabolism,ecd00450:Selenoamino acid metabolism,ece00270:Cysteine and methionine metabolism,ece00450:Selenoamino acid metabolism,ecf00270:Cysteine and methionine metabolism,ecf00450:Selenoamino acid metabolism,ecg00270:Cysteine and methionine metabolism,ecg00450:Selenoamino acid metabolism,eci00270:Cysteine and methionine metabolism,eci00450:Selenoamino acid metabolism,ecj00270:Cysteine and methionine metabolism,ecj00450:Selenoamino acid metabolism,eck00270:Cysteine and methionine metabolism,eck00450:Selenoamino acid metabolism,ecm00270:Cysteine and methionine metabolism,ecm00450:Selenoamino acid metabolism,eco00270:Cysteine and methionine metabolism,eco00450:Selenoamino acid metabolism,ecq00270:Cysteine and methionine metabolism,ecq00450:Selenoamino acid metabolism,ecr00270:Cysteine and methionine metabolism,ecr00450:Selenoamino acid metabolism,ect00270:Cysteine and methionine metabolism,ect00450:Selenoamino acid metabolism,ecv00270:Cysteine and methionine metabolism,ecv00450:Selenoamino acid metabolism,ecw00270:Cysteine and methionine metabolism,ecw00450:Selenoamino acid metabolism,ecx00270:Cysteine and methionine metabolism,ecx00450:Selenoamino acid metabolism,ecz00270:Cysteine and methionine metabolism,ecz00450:Selenoamino acid metabolism,eum00270:Cysteine and methionine metabolism,eum00450:Selenoamino acid metabolism,
ygaG	S-ribosylhomocysteine lyase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ece00270:Cysteine and methionine metabolism,
tatE	Sec-independent protein translocase protein tatE	Escherichia coli	ecc03060:Protein export,ecc03070:Bacterial secretion system,ecd03060:Protein export,ecd03070:Bacterial secretion system,ece03060:Protein export,ece03070:Bacterial secretion system,ecf03060:Protein export,ecf03070:Bacterial secretion system,ecg03060:Protein export,ecg03070:Bacterial secretion system,eci03060:Protein export,eci03070:Bacterial secretion system,ecj03060:Protein export,ecj03070:Bacterial secretion system,eck03060:Protein export,eck03070:Bacterial secretion system,ecl03060:Protein export,ecl03070:Bacterial secretion system,ecm03060:Protein export,ecm03070:Bacterial secretion system,eco03060:Protein export,eco03070:Bacterial secretion system,ecp03060:Protein export,ecp03070:Bacterial secretion system,ecq03060:Protein export,ecq03070:Bacterial secretion system,ecr03060:Protein export,ecr03070:Bacterial secretion system,ecs03060:Protein export,ecs03070:Bacterial secretion system,ect03060:Protein export,ect03070:Bacterial secretion system,ecw03060:Protein export,ecw03070:Bacterial secretion system,ecx03060:Protein export,ecx03070:Bacterial secretion system,ecy03060:Protein export,ecy03070:Bacterial secretion system,ecz03060:Protein export,ecz03070:Bacterial secretion system,eum03060:Protein export,eum03070:Bacterial secretion system,
selD	Selenide, water dikinase	Escherichia coli	ecc00450:Selenoamino acid metabolism,ecd00450:Selenoamino acid metabolism,ece00450:Selenoamino acid metabolism,ecf00450:Selenoamino acid metabolism,ecg00450:Selenoamino acid metabolism,eci00450:Selenoamino acid metabolism,ecj00450:Selenoamino acid metabolism,eck00450:Selenoamino acid metabolism,ecm00450:Selenoamino acid metabolism,eco00450:Selenoamino acid metabolism,ecq00450:Selenoamino acid metabolism,ecr00450:Selenoamino acid metabolism,ect00450:Selenoamino acid metabolism,ecv00450:Selenoamino acid metabolism,ecw00450:Selenoamino acid metabolism,ecx00450:Selenoamino acid metabolism,ecz00450:Selenoamino acid metabolism,eum00450:Selenoamino acid metabolism,
cusS	Sensor kinase cusS; Sensor protein	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
rcsC	Sensor kinase protein rcsC; Sensor protein	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
yfhK	Sensor protein	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ece02020:Two-component system,eci02020:Two-component system,eck02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
ygiY	Sensor protein	Escherichia coli	ecc02020:Two-component system,
evgS	Sensor protein evgS; Sensor protein	Escherichia coli	ecc02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
phoQ	Sensor protein phoQ; Sensor protein	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
