Protein_id,gene_name,mRNA_ID,b#
YP_003047149.1,phnB,ECB_03978,b4107
YP_003047150.1,phnA,ECB_03979,b4108
YP_003047151.1,yjdA,ECB_03980,b4109
YP_003047152.1,yjcZ,ECB_03981,b4110
YP_003047153.1,proP,ECB_03982,b4111
YP_003047154.1,basS,ECB_03983,b4112
YP_003047155.1,basR,ECB_03984,b4113
YP_003047156.1,yjdB,ECB_03985,b4114
YP_003047157.1,yjdE,ECB_03986,b4115
YP_003047158.1,adiY,ECB_03987,b4116
YP_003047159.1,adiA,ECB_03988,b4117
YP_003047160.1,melR,ECB_03989,b4118
YP_003047161.1,melA,ECB_03990,b4119
YP_003047162.1,melB,ECB_03991,b4120
YP_003047163.1,yjdF,ECB_03992,b4121
YP_003047164.1,fumB,ECB_03993,b4122
YP_003047165.1,dcuB,ECB_03994,b4123
YP_003047166.1,dcuR,ECB_03995,b4124
YP_003047167.1,yjdI,ECB_03997,b4126
YP_003047168.1,yjdJ,ECB_03998,b4127
YP_003047169.1,yjdK,ECB_03999,b4128
YP_003047170.1,lysU,ECB_04000,b4129
YP_003047171.1,yjdL,ECB_04001,b4130
YP_003047172.1,cadA,ECB_04002,b4131
YP_003047173.1,cadB,ECB_04003,b4132
YP_003047174.1,cadC,ECB_04004,b4133
YP_003047175.1,yjdC,ECB_04005,b4135
YP_003047176.1,dipZ,ECB_04006,b4136
YP_003047177.1,cutA,ECB_04007,b4137
YP_003047178.1,dcuA,ECB_04008,b4138
YP_003047179.1,aspA,ECB_04009,b4139
YP_003047180.1,fxsA,ECB_04010,b4140
YP_003047181.1,yjeH,ECB_04011,b4141
YP_003047182.1,groES,ECB_04012,b4142
YP_003047183.1,groEL,ECB_04013,b4143
YP_003047184.1,yjeI,ECB_04014,b4144
YP_003047185.1,yjeJ,ECB_04015,b4145
YP_003047186.1,yjeK,ECB_04016,b4146
YP_003047187.1,efp,ECB_04017,b4147
YP_003047190.1,sugE,ECB_04020,b4148
YP_003047191.1,blc,ECB_04021,b4149
YP_003047192.1,ampC,ECB_04022,b4150
YP_003047193.1,frdD,ECB_04023,b4151
YP_003047194.1,frdC,ECB_04024,b4152
YP_003047195.1,frdB,ECB_04025,b4153
YP_003047196.1,frdA,ECB_04026,b4154
YP_003047197.1,yjeA,ECB_04027,b4155
YP_003047198.1,yjeM,ECB_04028,b4156
YP_003047199.1,yjeP,ECB_04029,b4159
YP_003047200.1,psd,ECB_04030,b4160
YP_003047201.1,yjeQ,ECB_04031,b4161
YP_003047202.1,orn,ECB_04032,b4162
YP_003047203.1,yjeS,ECB_04033,b4166
YP_003047204.1,yjeF,ECB_04034,b4167
YP_003047205.1,yjeE,ECB_04035,b4168
YP_003047206.1,amiB,ECB_04036,b4169
YP_003047207.1,mutL,ECB_04037,b4170
YP_003047208.1,miaA,ECB_04038,b4171
YP_003047209.1,hfq,ECB_04039,b4172
YP_003047210.1,hflX,ECB_04040,b4173
YP_003047211.1,hflK,ECB_04041,b4174
YP_003047212.1,hflC,ECB_04042,b4175
YP_003047213.1,yjeT,ECB_04043,b4176
YP_003047214.1,purA,ECB_04044,b4177
YP_003047215.1,yjeB,ECB_04045,b4178
YP_003047216.1,rnr,ECB_04046,b4179
YP_003047217.1,yjfH,ECB_04047,b4180
YP_003047218.1,yjfI,ECB_04048,b4181
YP_003047219.1,yjfJ,ECB_04049,b4182
YP_003047220.1,yjfK,ECB_04050,b4183
YP_003047221.1,yjfL,ECB_04051,b4184
YP_003047222.1,yjfM,ECB_04052,b4185
YP_003047223.1,yjfC,ECB_04053,b4186
YP_003047224.1,aidB,ECB_04054,b4187
YP_003047225.1,yjfN,ECB_04055,b4188
YP_003047226.1,yjfO,ECB_04056,b4189
YP_003047227.1,yjfP,ECB_04057,b4190
YP_003047228.1,yjfQ,ECB_04058,b4191
YP_003047229.1,yjfR,ECB_04059,b4192
YP_003047230.1,ulaA,ECB_04060,b4193
YP_003047231.1,sgaB,ECB_04061,b4194
YP_003047232.1,ptxA,ECB_04062,b4195
YP_003047233.1,ulaD,ECB_04063,b4196
YP_003047234.1,sgaU,ECB_04064,b4197
YP_003047235.1,sgaE,ECB_04065,b4198
YP_003047236.1,yjfY,ECB_04066,b4199
YP_003047237.1,rpsF,ECB_04067,b4200
YP_003047238.1,priB,ECB_04068,b4201
YP_003047239.1,rpsR,ECB_04069,b4202
YP_003047240.1,rplI,ECB_04070,b4203
YP_003047248.1,ytfB,ECB_04078,b4206
YP_003047249.1,fklB,ECB_04079,b4207
YP_003047250.1,cycA,ECB_04080,b4208
YP_003047251.1,ytfE,ECB_04081,b4209
YP_003047252.1,ytfF,ECB_04082,b4210
YP_003047253.1,ytfG,ECB_04083,b4211
YP_003047254.1,ytfH,ECB_04084,b4212
YP_003047255.1,cpdB,ECB_04085,b4213
YP_003047256.1,cysQ,ECB_04086,b4214
YP_003047257.1,ytfJ,ECB_04087,b4216
YP_003047258.1,ytfK,ECB_04088,b4217
YP_003047259.1,ytfL,ECB_04089,b4218
YP_003047260.1,msrA,ECB_04090,b4219
YP_003047261.1,ytfM,ECB_04091,b4220
YP_003047262.1,ytfN,ECB_04092,b4221
YP_003047265.1,ppa,ECB_04095,b4226
YP_003047266.1,ytfQ,ECB_04096,b4227
YP_003047268.1,ytfT,ECB_04098,b4230
YP_003047269.1,yjfF,ECB_04099,b4231
YP_003047270.1,fbp,ECB_04100,b4232
YP_003047271.1,mpl,ECB_04101,b4233
YP_003047272.1,yjgA,ECB_04102,b4234
YP_003047273.1,pmbA,ECB_04103,b4235
YP_003047274.1,nrdG,ECB_04105,b4237
YP_003047275.1,nrdD,ECB_04106,b4238
YP_003047276.1,treC,ECB_04107,b4239
YP_003047277.1,treB,ECB_04108,b4240
YP_003047278.1,treR,ECB_04109,b4241
YP_003047279.1,mgtA,ECB_04110,b4242
YP_003047280.1,yjgF,ECB_04111,b4243
YP_003047281.1,pyrI,ECB_04112,b4244
YP_003047282.1,pyrB,ECB_04113,b4245
YP_003047283.1,pyrL,ECB_04114,b4246
YP_003047284.1,yjgH,ECB_04115,b4248
YP_003047285.1,yjgI,ECB_04116,b4249
YP_003047286.1,yjgJ,ECB_04117,b4251
YP_003047287.1,yjgK,ECB_04118,b4252
YP_003047288.1,yjgL,ECB_04119,b4253
YP_003047289.1,argI,ECB_04120,b4254
YP_003047290.1,yjgD,ECB_04121,b4255
YP_003047291.1,yjgM,ECB_04122,b4256
YP_003047292.1,yjgN,ECB_04123,b4257
YP_003047293.1,valS,ECB_04124,b4258
YP_003047294.1,holC,ECB_04125,b4259
YP_003047295.1,pepA,ECB_04126,b4260
YP_003047296.1,yjgP,ECB_04127,b4261
YP_003047297.1,yjgQ,ECB_04128,b4262
YP_003047298.1,yjgR,ECB_04129,b4263
YP_003047299.1,idnR,ECB_04130,b4264
YP_003047300.1,idnT,ECB_04131,b4265
YP_003047301.1,idnO,ECB_04132,b4266
YP_003047302.1,idnD,ECB_04133,b4267
YP_003047303.1,idnK,ECB_04134,b4268
YP_003047304.1,yjgB,ECB_04135,b4269
YP_003047306.1,yjgW,ECB_04137,b4274
YP_003047307.1,yjgZ,ECB_04139,b4277
YP_003047308.1,insG,ECB_04140,b4278
YP_003047309.1,yjhB,ECB_04141,b4279
YP_003047310.1,yjhC,ECB_04142,b4280
YP_003047318.1,fecE,ECB_04153,b4287
YP_003047319.1,fecD,ECB_04154,b4288
YP_003047320.1,fecC,ECB_04155,b4289
YP_003047321.1,fecB,ECB_04156,b4290
YP_003047322.1,fecA,ECB_04157,b4291
YP_003047323.1,fecR,ECB_04158,b4292
YP_003047324.1,fecI,ECB_04159,b4293
YP_003047329.1,sgcR,ECB_04165,b4300
YP_003047330.1,sgcE,ECB_04166,b4301
YP_003047331.1,sgcA,ECB_04167,b4302
YP_003047332.1,sgcQ,ECB_04168,b4303
YP_003047333.1,sgcC,ECB_04169,b4304
YP_003047335.1,sgcX,ECB_04171,b4305
YP_003047336.1,yjhP,ECB_04172,b4306
YP_003047337.1,yjhQ,ECB_04173,b4307
YP_003047339.1,yjhS,ECB_04176,b4309
YP_003047340.1,yjhT,ECB_04177,b4310
YP_003047341.1,yjhA,ECB_04178,b4311
YP_003047344.1,fimE,ECB_04182,b4313
YP_003047345.1,fimA,ECB_04183,b4314
YP_003047346.1,fimI,ECB_04184,b4315
YP_003047347.1,fimC,ECB_04185,b4316
YP_003047348.1,fimD,ECB_04186,b4317
YP_003047349.1,fimF,ECB_04187,b4318
YP_003047350.1,fimG,ECB_04188,b4319
YP_003047351.1,fimH,ECB_04189,b4320
YP_003047352.1,gntP,ECB_04190,b4321
YP_003047353.1,uxuA,ECB_04191,b4322
YP_003047354.1,uxuB,ECB_04192,b4323
YP_003047355.1,uxuR,ECB_04193,b4324
YP_003047356.1,yjiC,ECB_04194,b4325
YP_003047357.1,iraD,ECB_04195,b4326
YP_003047358.1,yjiE,ECB_04196,b4327
YP_003047359.1,iadA,ECB_04197,b4328
YP_003047360.1,yjiG,ECB_04198,b4329
YP_003047361.1,yjiH,ECB_04199,b4330
YP_003047362.1,kptA,ECB_04200,b4331
YP_003047363.1,yjiJ,ECB_04201,b4332
YP_003047364.1,yjiK,ECB_04202,b4333
YP_003047365.1,yjiL,ECB_04203,b4334
YP_003047366.1,yjiM,ECB_04204,b4335
YP_003047367.1,yjiN,ECB_04205,b4336
YP_003047368.1,yjiO,ECB_04206,b4337
YP_003047372.1,mcrC,ECB_04211,b4345
YP_003047373.1,mcrB,ECB_04212,b4346
YP_003047374.1,yjiW,ECB_04213,b4347
YP_003047375.1,hsdS,ECB_04214,b4348
YP_003047376.1,hsdM,ECB_04215,b4349
YP_003047377.1,hsdR,ECB_04216,b4350
YP_003047378.1,mrr,ECB_04217,b4351
YP_003047379.1,yjiA,ECB_04218,b4352
YP_003047380.1,yjiX,ECB_04219,b4353
YP_003047381.1,yjiY,ECB_04220,b4354
YP_003047393.1,tsr,ECB_04232,b4355
YP_003047394.1,yjiZ,ECB_04233,b4356
YP_003047395.1,yjjN,ECB_04235,b4358
YP_003047396.1,mdoB,ECB_04236,b4359
YP_003047397.1,yjjA,ECB_04237,b4360
YP_003047398.1,dnaC,ECB_04238,b4361
YP_003047399.1,dnaT,ECB_04239,b4362
YP_003047400.1,yjjB,ECB_04240,b4363
YP_003047401.1,yjjP,ECB_04241,b4364
YP_003047402.1,yjjQ,ECB_04242,b4365
YP_003047403.1,bglJ,ECB_04243,b4366
YP_003047404.1,fhuF,ECB_04244,b4367
YP_003047406.1,rsmC,ECB_04246,b4371
YP_003047407.1,holD,ECB_04247,b4372
YP_003047408.1,rimI,ECB_04248,b4373
YP_003047409.1,yjjG,ECB_04249,b4374
YP_003047410.1,prfC,ECB_04250,b4375
YP_003047411.1,osmY,ECB_04251,b4376
YP_003047413.1,yjjU,ECB_04253,b4377
YP_003047414.1,yjjV,ECB_04254,b4378
YP_003047415.1,yjjW,ECB_04255,b4379
YP_003047416.1,yjjI,ECB_04256,b4380
YP_003047417.1,deoC,ECB_04257,b4381
YP_003047418.1,deoA,ECB_04258,b4382
YP_003047419.1,deoB,ECB_04259,b4383
YP_003047420.1,deoD,ECB_04260,b4384
YP_003047422.1,lplA,ECB_04262,b4386
YP_003047423.1,smp,ECB_04263,b4387
YP_003047424.1,serB,ECB_04264,b4388
YP_003047425.1,sms,ECB_04265,b4389
YP_003047426.1,nadR,ECB_04266,b4390
YP_003047427.1,yjjK,ECB_04267,b4391
YP_003047428.1,slt,ECB_04268,b4392
YP_003047429.1,trpR,ECB_04269,b4393
YP_003047430.1,yjjX,ECB_04270,b4394
YP_003047431.1,gpmB,ECB_04271,b4395
YP_003047432.1,rob,ECB_04272,b4396
YP_003047433.1,creA,ECB_04273,b4397
YP_003047434.1,creB,ECB_04274,b4398
YP_003047435.1,creC,ECB_04275,b4399
YP_003047436.1,arcA,ECB_04277,b4401
YP_003047437.1,yjjY,ECB_04278,b4402
YP_003047438.1,lasT,ECB_04279,b4403
YP_003043417.1,yaeP,ECB_00188,b4406
YP_003047041.1,thiS,ECB_03868,b4407
YP_003044794.1,blr,ECB_01594,b4409
YP_003047188.1,ecnA,ECB_04018,b4410
YP_003047189.1,ecnB,ECB_04019,b4411
YP_003043247.1,hokC,ECB_04280,b4412
YP_003043769.1,hokE,ECB_00547,b4415
YP_003044406.1,ldrA,ECB_01191,b4419
YP_003044407.1,ldrB,ECB_01192,b4421
YP_003044408.1,ldrC,ECB_01193,b4423
YP_003044586.1,hokB,ECB_01376,b4428
YP_003046568.1,ldrD,ECB_03387,b4453
YP_003046588.1,hokA,ECB_03407,b4455
YP_003045064.1,araH,ECB_01867,b4460
YP_003045690.1,yfjD,ECB_02501,b4461
YP_003045806.1,ygcU,ECB_02617,b4463
YP_003045905.1,ygfQ,ECB_02717,b4464
YP_003045950.1,yggP,ECB_02762,b4465
YP_003046028.1,yghJ,ECB_02842,b4466
YP_003046032.1,glcF,ECB_02846,b4467
YP_003046033.1,glcE,ECB_02847,b4468
YP_003046073.1,ygiQ,ECB_02888,b4469
YP_003046162.1,yhaM,ECB_02977,b4470
YP_003046164.1,tdcG,ECB_02979,b4471
YP_003046290.1,yhdP,ECB_03105,b4472
YP_003046321.1,smf,ECB_03136,b4473
YP_003046408.1,frlC,ECB_03223,b4474
YP_003046455.1,rtcA,ECB_03271,b4475
YP_003046470.1,gntU,ECB_03287,b4476
YP_003046752.1,dgoA,ECB_03576,b4477
YP_003046751.1,dgoD,ECB_03575,b4478
YP_003046754.1,dgoR,ECB_03578,b4479
YP_003046817.1,hdfR,ECB_03642,b4480
YP_003046846.1,wecF,ECB_03672,b4481
YP_003046865.1,yigE,ECB_03691,b4482
YP_003046906.1,tatD,ECB_03732,b4483
YP_003046972.1,cpxP,ECB_03799,b4484
YP_003047267.1,ytfR,ECB_04097,b4485
YP_003047134.1,yjdP,ECB_03963,b4487
YP_003044237.1,ycdN,ECB_01019,b4490
YP_003045238.1,molR,ECB_02045,b4499
YP_003045293.1,yeiW,ECB_02100,b4502
YP_003046712.1,ykgN,ECB_03535,b4505
YP_003043726.1,ylcG,ECB_00501,b4509
YP_003043774.1,ybdZ,ECB_00552,b4511
YP_003043787.1,ybdD,ECB_00566,b4512
YP_003043875.1,kdpF,ECB_00656,b4513
YP_003043912.1,ybgT,ECB_00694,b4515
YP_003044212.1,gnsA,ECB_00994,b4517
YP_003044226.1,ymdF,ECB_01008,b4518
YP_003044361.1,ymgF,ECB_01144,b4520
YP_003044539.1,ydaE,ECB_01329,b4526
YP_003044542.1,ydaF,ECB_01332,b4527
YP_003044560.1,ydbJ,ECB_01350,b4529
YP_003045068.1,yecJ,ECB_01871,b4537
YP_003045240.1,yehK,ECB_02047,b4541
YP_003045377.1,yfbW,ECB_02184,b4544
YP_003045501.1,ypeB,ECB_02310,b4546
YP_003046327.1,yhdL,ECB_03142,b4550
YP_003046764.1,yidD,ECB_03588,b4557
YP_003046858.1,yifL,ECB_03684,b4558
YP_003047334.1,sgcB,ECB_04170,b4565
YP_003047405.1,yjjZ,ECB_04245,b4567
YP_003047412.1,ytjA,ECB_04252,b4568
YP_003043695.1,ylbE,ECB_00469,b4572
YP_003047311.1,insN,ECB_04145,b4587
YP_003043468.1,yagP,ECB_00241,b4695
YP_003043250.1,cirA,ECB_00020,b2155
YP_003043251.1,yehB,ECB_00021,
YP_003043252.1,yjcF,ECB_00022,
YP_003043255.1,talA,ECB_00025,
YP_003043256.1,elfG,ECB_00026,
YP_003043439.1,insA-2,ECB_00210,
YP_003043440.1,insB-2,ECB_00211,
YP_003043441.1,,ECB_00212,
YP_003043442.1,yhhI-1,ECB_00213,
YP_003043457.1,ykfJ,ECB_00230,
YP_003043458.1,prfH,ECB_00231,
YP_003043462.1,crl,ECB_00235,
YP_003043463.1,insA-3,ECB_00236,
YP_003043464.1,insB-3,ECB_00237,
YP_003043483.1,eaeH,ECB_00256,
YP_003043484.1,ykgA,ECB_00257,
YP_003043492.1,,ECB_00265,
YP_003043540.1,insB-4,ECB_00313,
YP_003043541.1,insA-4,ECB_00314,
YP_003043547.1,,ECB_00320,
YP_003043548.1,yaiT,ECB_00321,
YP_003043566.1,ykiA,ECB_00339,
YP_003043567.1,insB-5,ECB_00340,
YP_003043568.1,insA-5,ECB_00341,
YP_003043602.1,,ECB_00376,
YP_003043603.1,,ECB_00377,
YP_003043604.1,,ECB_00378,
YP_003043616.1,insL-2,ECB_00390,
YP_003043677.1,ybbD,ECB_00451,
YP_003043678.1,ylbG,ECB_00452,
YP_003043686.1,ybbV,ECB_00460,
YP_003043713.1,,ECB_00487,
YP_003043714.1,,ECB_00488,
YP_003043715.1,,ECB_00489,
YP_003043716.1,,ECB_00490,
YP_003043717.1,renD,ECB_00492,
YP_003043728.1,insB-6,ECB_00504,
YP_003043729.1,insA-6,ECB_00505,
YP_003043734.1,,ECB_00510,
YP_003043736.1,,ECB_00512,
YP_003043737.1,,ECB_00513,
YP_003043738.1,,ECB_00514,
YP_003043739.1,,ECB_00515,
YP_003043740.1,,ECB_00516,
YP_003043741.1,,ECB_00517,
YP_003043747.1,,ECB_00524,
YP_003043748.1,yhhI-2,ECB_00525,
YP_003043749.1,,ECB_00526,
YP_003043750.1,,ECB_00527,
YP_003043751.1,,ECB_00528,
YP_003043752.1,,ECB_00529,
YP_003043753.1,,ECB_00530,
YP_003043766.1,insJ-1,ECB_00543,
YP_003043767.1,insB-7,ECB_00545,
YP_003043768.1,insA-7,ECB_00546,
YP_003043770.1,insL-3,ECB_00548,
YP_003043792.1,insB-8,ECB_00571,
YP_003043793.1,insA-8,ECB_00572,
YP_003043808.1,insB-9,ECB_00587,
YP_003043809.1,insA-9,ECB_00588,
YP_003043815.1,ccrB,ECB_00594,
YP_003043816.1,ybeM,ECB_00595,
YP_003043838.1,insJ-2,ECB_00619,
YP_003043839.1,insK-2,ECB_00620,
YP_003043843.1,,ECB_00624,
YP_003043866.1,ybfGH,ECB_00647,
YP_003043869.1,,ECB_00650,
YP_003043881.1,,ECB_00662,
YP_003043882.1,,ECB_00663,
YP_003043883.1,,ECB_00664,
YP_003043944.1,,ECB_00726,
YP_003043945.1,,ECB_00727,
YP_003043946.1,,ECB_00728,
YP_003043947.1,,ECB_00729,
YP_003043948.1,,ECB_00730,
YP_003043949.1,,ECB_00731,
YP_003043950.1,,ECB_00732,
YP_003043951.1,,ECB_00733,
YP_003043952.1,,ECB_00734,
YP_003043953.1,,ECB_00735,
YP_003043954.1,,ECB_00736,
YP_003043955.1,,ECB_00737,
YP_003043956.1,,ECB_00738,
YP_003043957.1,,ECB_00739,
YP_003044001.1,,ECB_00783,
YP_003044010.1,fsa,ECB_00792,
YP_003044032.1,,ECB_00814,
YP_003044033.1,,ECB_00815,
YP_003044034.1,,ECB_00816,
YP_003044035.1,,ECB_00817,
YP_003044036.1,,ECB_00818,
YP_003044037.1,,ECB_00819,
YP_003044038.1,,ECB_00820,
YP_003044039.1,,ECB_00821,
YP_003044040.1,,ECB_00822,
YP_003044041.1,,ECB_00823,
YP_003044042.1,,ECB_00824,
YP_003044043.1,,ECB_00825,
YP_003044044.1,,ECB_00826,
YP_003044045.1,,ECB_00827,
YP_003044046.1,,ECB_00828,
YP_003044047.1,,ECB_00829,
YP_003044048.1,,ECB_00830,
YP_003044049.1,,ECB_00831,
YP_003044050.1,,ECB_00832,
YP_003044051.1,,ECB_00833,
YP_003044052.1,,ECB_00834,
YP_003044053.1,,ECB_00835,
YP_003044054.1,,ECB_00836,
YP_003044055.1,,ECB_00837,
YP_003044056.1,,ECB_00838,
YP_003044057.1,,ECB_00839,
YP_003044058.1,,ECB_00840,
YP_003044059.1,,ECB_00841,
YP_003044060.1,,ECB_00842,
YP_003044061.1,,ECB_00843,
YP_003044062.1,,ECB_00844,
YP_003044063.1,,ECB_00845,
YP_003044064.1,,ECB_00846,
YP_003044066.1,,ECB_00848,
YP_003044067.1,,ECB_00849,
YP_003044068.1,,ECB_00850,
YP_003044069.1,,ECB_00851,
YP_003044246.1,insF-1,ECB_01028,
YP_003044247.1,insE-1,ECB_01029,
YP_003044299.1,,ECB_01081,
YP_003044333.1,insA-10,ECB_01116,
YP_003044334.1,insB-10,ECB_01117,
YP_003044363.1,,ECB_01147,
YP_003044364.1,ycgI,ECB_01148,
YP_003044455.1,insA-11,ECB_01243,
YP_003044456.1,insB-11,ECB_01244,
YP_003044506.1,ycjV,ECB_01295,
YP_003044533.1,xisR,ECB_01323,
YP_003044544.1,,ECB_01334,
YP_003044545.1,,ECB_01335,
YP_003044546.1,,ECB_01336,
YP_003044547.1,ydfQ-1,ECB_01337,
YP_003044548.1,rzpR,ECB_01338,
YP_003044551.1,,ECB_01341,
YP_003044552.1,,ECB_01342,
YP_003044553.1,,ECB_01343,
YP_003044554.1,,ECB_01344,
YP_003044569.1,insE-2,ECB_01359,
YP_003044570.1,insF-2,ECB_01360,
YP_003044581.1,gapC,ECB_01371,
YP_003044582.1,insA-12,ECB_01372,
YP_003044583.1,insB-12,ECB_01373,
YP_003044592.1,,ECB_01382,
YP_003044622.1,,ECB_01413,
YP_003044625.1,,ECB_01416,
YP_003044626.1,,ECB_01417,
YP_003044637.1,yddK,ECB_01429,
YP_003044638.1,yddL,ECB_01430,
YP_003044666.1,,ECB_01458,
YP_003044671.1,ydeT,ECB_01463,
YP_003044672.1,yneL,ECB_01468,
YP_003044690.1,,ECB_01487,
YP_003044691.1,,ECB_01488,
YP_003044705.1,ydfJ,ECB_01502,
YP_003044708.1,,ECB_01505,
YP_003044709.1,,ECB_01506,
YP_003044710.1,,ECB_01507,
YP_003044712.1,lomR,ECB_01509,
YP_003044713.1,,ECB_01510,
YP_003044714.1,insE-3,ECB_01511,
YP_003044715.1,insF-3,ECB_01512,
YP_003044719.1,,ECB_01516,
YP_003044722.1,ydfQ-2,ECB_01519,
YP_003044725.1,,ECB_01522,
YP_003044726.1,,ECB_01523,
YP_003044727.1,insE-4,ECB_01524,
YP_003044728.1,insF-4,ECB_01525,
YP_003044729.1,,ECB_01527,
YP_003044730.1,,ECB_01528,
YP_003044732.1,,ECB_01530,
YP_003044735.1,,ECB_01533,
YP_003044736.1,,ECB_01534,
YP_003044737.1,,ECB_01535,
YP_003044738.1,,ECB_01536,
YP_003044739.1,ydfX,ECB_01537,
YP_003044741.1,,ECB_01539,
YP_003044742.1,,ECB_01540,
YP_003044743.1,,ECB_01541,
YP_003044744.1,,ECB_01542,
YP_003044747.1,ydfE,ECB_01545,
YP_003044748.1,,ECB_01546,
YP_003044828.1,,ECB_01628,
YP_003044888.1,,ECB_01690,
YP_003044954.1,,ECB_01757,
YP_003044964.1,insL-4,ECB_01767,
YP_003044994.1,,ECB_01797,
YP_003045077.1,insA-13,ECB_01880,
YP_003045078.1,insB-13,ECB_01881,
YP_003045099.1,insD,ECB_01904,
YP_003045100.1,,ECB_01906,
YP_003045101.1,,ECB_01907,
YP_003045102.1,,ECB_01908,
YP_003045103.1,yoeD,ECB_01909,
YP_003045128.1,insB-14,ECB_01934,
YP_003045129.1,insA-14,ECB_01935,
YP_003045130.1,wbbD,ECB_01936,
YP_003045131.1,wbbC,ECB_01937,
YP_003045132.1,wzy,ECB_01938,
YP_003045133.1,wbbB,ECB_01939,
YP_003045134.1,wbbA,ECB_01940,
YP_003045135.1,vioB,ECB_01941,
YP_003045136.1,vioA,ECB_01942,
YP_003045182.1,yegZ,ECB_01988,
YP_003045183.1,,ECB_01989,
YP_003045184.1,,ECB_01990,
YP_003045185.1,,ECB_01991,
YP_003045186.1,,ECB_01992,
YP_003045187.1,,ECB_01993,
YP_003045188.1,,ECB_01994,
YP_003045189.1,,ECB_01995,
YP_003045190.1,,ECB_01996,
YP_003045191.1,,ECB_01997,
YP_003045192.1,,ECB_01998,
YP_003045193.1,,ECB_01999,
YP_003045194.1,,ECB_02000,
YP_003045195.1,,ECB_02001,
YP_003045196.1,,ECB_02002,
YP_003045197.1,,ECB_02003,
YP_003045198.1,,ECB_02004,
YP_003045199.1,,ECB_02005,
YP_003045200.1,,ECB_02006,
YP_003045201.1,,ECB_02007,
YP_003045202.1,,ECB_02008,
YP_003045203.1,,ECB_02009,
YP_003045204.1,,ECB_02010,
YP_003045205.1,,ECB_02011,
YP_003045206.1,,ECB_02012,
YP_003045207.1,,ECB_02013,
YP_003045210.1,gatR,ECB_02016,
YP_003045212.1,gatC,ECB_02018,
YP_003045215.1,insA-15,ECB_02022,
YP_003045216.1,insB-15,ECB_02023,
YP_003045226.1,,ECB_02033,
YP_003045227.1,,ECB_02034,
YP_003045228.1,,ECB_02035,
YP_003045229.1,,ECB_02036,
YP_003045230.1,,ECB_02037,
YP_003045231.1,,ECB_02038,
YP_003045232.1,,ECB_02039,
YP_003045233.1,insB-16,ECB_02040,
YP_003045234.1,insA-16,ECB_02041,
YP_003045244.1,yehQ,ECB_02051,
YP_003045250.1,,ECB_02057,
YP_003045261.1,yohGH,ECB_02068,
YP_003045312.1,yejO,ECB_02119,
YP_003045336.1,insB-17,ECB_02143,
YP_003045337.1,insA-17,ECB_02144,
YP_003045347.1,yfaS,ECB_02154,
YP_003045357.1,yfaH,ECB_02164,
YP_003045391.1,,ECB_02199,
YP_003045392.1,,ECB_02200,
YP_003045454.1,yfcTU,ECB_02262,
YP_003045461.1,insB-18,ECB_02270,
YP_003045462.1,insA-18,ECB_02271,
YP_003045498.1,,ECB_02307,
YP_003045555.1,,ECB_02364,
YP_003045640.1,insA-19,ECB_02451,
YP_003045641.1,insB-19,ECB_02452,
YP_003045692.1,ppnK,ECB_02503,
YP_003045698.1,,ECB_02509,
YP_003045699.1,,ECB_02510,
YP_003045700.1,,ECB_02511,
YP_003045701.1,,ECB_02512,
YP_003045702.1,insA-20,ECB_02513,
YP_003045703.1,insB-20,ECB_02514,
YP_003045725.1,ygaXY,ECB_02536,
YP_003045834.1,insB-21,ECB_02646,
YP_003045835.1,insA-21,ECB_02647,
YP_003045836.1,,ECB_02648,
YP_003045837.1,,ECB_02649,
YP_003045838.1,,ECB_02650,
YP_003045839.1,,ECB_02651,
YP_003045840.1,,ECB_02652,
YP_003045883.1,insE-5,ECB_02695,
YP_003045884.1,insF-5,ECB_02696,
YP_003045885.1,ygeQ,ECB_02697,
YP_003045934.1,yqfE,ECB_02746,
YP_003045947.1,frcK,ECB_02759,
YP_003045959.1,yqgD,ECB_02771,
YP_003045985.1,,ECB_02797,
YP_003045986.1,,ECB_02798,
YP_003045989.1,,ECB_02802,
YP_003045991.1,,ECB_02804,
YP_003045996.1,yeeW,ECB_02809,
YP_003045997.1,,ECB_02810,
YP_003045998.1,,ECB_02811,
YP_003045999.1,,ECB_02812,
YP_003046000.1,,ECB_02813,
YP_003046001.1,,ECB_02814,
YP_003046002.1,,ECB_02815,
YP_003046003.1,,ECB_02816,
YP_003046004.1,,ECB_02817,
YP_003046005.1,,ECB_02818,
YP_003046006.1,,ECB_02819,
YP_003046007.1,,ECB_02820,
YP_003046008.1,,ECB_02821,
YP_003046009.1,,ECB_02822,
YP_003046010.1,insB-22,ECB_02823,
YP_003046011.1,insA-22,ECB_02824,
YP_003046012.1,,ECB_02825,
YP_003046013.1,,ECB_02826,
YP_003046014.1,,ECB_02827,
YP_003046015.1,,ECB_02828,
YP_003046017.1,,ECB_02831,
YP_003046018.1,,ECB_02832,
YP_003046019.1,,ECB_02833,
YP_003046020.1,,ECB_02834,
YP_003046021.1,,ECB_02835,
YP_003046022.1,,ECB_02836,
YP_003046023.1,,ECB_02837,
YP_003046024.1,,ECB_02838,
YP_003046025.1,yghF,ECB_02839,
YP_003046036.1,yghO,ECB_02850,
YP_003046037.1,,ECB_02851,
YP_003046038.1,,ECB_02852,
YP_003046039.1,,ECB_02853,
YP_003046040.1,,ECB_02854,
YP_003046041.1,,ECB_02855,
